time,AccelerationX,AccelerationY,AccelerationZ,AndroidX,AndroidY,AndroidZ
0.0,-0.0011962890625,-0.0059814453125,0.002392578125,0.019188113333333336,0.0069880959000000005,-0.0006068546666666678
0.02,0.0011962890625,-0.0035888671875,-0.0011962890625,0.0168696025,0.003645917375,0.00387287125
0.04,-0.002392578125,-0.002392578125,0.0035888671875,0.010125721,0.00066486006,0.019328355549999995
0.06,0.0095703125,-0.00478515625,0.0059814453125,0.0016845419000000002,-0.005212992525,-0.00976300225
0.08,0.0035888671875,-0.0011962890625,0.0011962890625,0.0035324525500000006,-0.001388699,0.0038971902
0.1,0.00418701171875,-0.00059814453125,0.00179443359375,-0.01109971675,-0.0036021675499999994,-0.002635240515000001
0.12,0.00478515625,0.0,0.002392578125,0.0082014547,0.003295185125000001,-0.0031533242499999998
0.14,0.002392578125,-0.00478515625,-0.0011962890625,0.0005021304999999997,0.0015037208749999994,-0.003599405425
0.16,0.0035888671875,-0.0083740234375,0.002392578125,0.0011572586750000008,-0.004451435125,-0.0111424924425
0.18,0.002392578125,0.002392578125,0.0059814453125,0.004081300425,-0.0008847044125000002,0.0005497931250000009
0.2,-0.0005981445312499997,-0.0011962890625,0.0035888671875,0.0022367005749999998,0.011341031675,0.016182422749999998
0.22,-0.0035888671875,-0.00478515625,0.0011962890625,-0.00747119811,-0.005975004150000001,0.0005021094999999999
0.24,0.0011962890625000005,-0.007177734375000001,0.0,0.00991926635,-0.009239055250000001,0.012792587125
0.26,0.0059814453125,-0.0095703125,-0.0011962890625,-0.008661920160000001,-0.0024609490000000013,-0.002923727
0.28,0.0011962890625,-0.002392578125,-0.002392578125,0.006578778150000001,0.006936825850000001,-0.018065690900000004
0.3,0.0095703125,-0.0059814453125,-0.0011962890625,-0.0004592278599999996,0.007377403125,-0.0174844265
0.32,0.0,0.0011962890625,0.002392578125,0.011123629375,0.0020031482,0.0006501673750000008
0.34,0.002392578125,0.0,0.0011962890625,0.002167572375,-0.011043311899999998,-0.001254320000000001
0.36,0.0059814453125,0.0011962890625,0.002392578125,0.00558262505,-0.00115957865,0.004817485875
0.38,0.00538330078125,0.002392578125,0.0,0.014170368975,-0.0065038223075,-0.003489494200000001
0.4,0.00478515625,0.0035888671875,-0.002392578125,0.006039282325000001,0.008360719425,-0.0015754699000000009
0.42,0.0011962890625,0.0131591796875,0.002392578125,0.006437084500000002,0.101774276,0.004223346699999997
0.44,0.0059814453125,0.1902099609375,0.0,0.0015346370800000005,2.21979812,-0.0037738799999999994
0.46,0.0,2.430859375,-0.031103515625,-0.0021495633249999997,2.965432475,0.006870508199999999
0.48,-0.0059814453125,3.1306884765625,-0.0322998046875,0.007491748249999999,2.550769075,-0.0122895245
0.5,0.0107666015625,2.5732177734375,0.0095703125,0.011028006699999999,2.5091855666666665,0.007857004866666666
0.52,0.0059814453125,2.92432861328125,-0.0035888671874999994,-0.008371686360000002,3.15702314,0.008600234400000005
0.54,0.0011962890625,3.275439453125,-0.016748046875,-0.0626735195,3.567729325,-0.02307868075
0.56,-0.0155517578125,3.6187744140625,-0.0299072265625,0.007992959000000004,2.920029475,0.005794048749999996
0.58,0.0011962890625,3.0469482421875,-0.0251220703125,0.10474739725,2.964361475,0.04742956225
0.6,-0.031103515625,3.1761474609375,-0.016748046875,-0.2691449883333334,2.457363133333333,0.006057739199999998
0.62,-0.0418701171875,3.189306640625,-0.002392578125,0.1084362658,2.9460502600000003,0.06049003560000001
0.64,-0.0203369140625,3.1593994140625,-0.0095703125,-0.10831464675000001,2.67627815,-0.08206415249999999
0.66,-0.03349609375,3.0493408203125,-0.0657958984375,0.3086705325,2.1142589750000003,0.0597529425
0.68,-0.0059814453125,2.083935546875,0.0514404296875,-0.10717781,1.3435752175,0.01890159000000001
0.7000000000000001,-0.0095703125,1.6520751953125,0.007177734375,0.009499109999999984,1.0204008249999998,0.07406592349999999
0.72,0.021533203125,1.3314697265625,-0.0418701171875,-0.14288101425000002,0.2911758825,0.003702164000000001
0.74,0.011962890625,0.54012451171875,-0.026318359375,0.10220090249999997,-0.42667152125,0.010323524157499998
0.76,0.002392578125,-0.251220703125,-0.0107666015625,-0.06559451749999998,-1.876032175,-0.017223836
0.78,0.016748046875,-1.6329345703125,0.0322998046875,-0.06481023349999998,-2.168472925,0.09515166295
0.8,0.0083740234375,-1.89970703125,-0.031103515625,0.05130566875,-2.280340675,-0.029057975000000014
0.8200000000000001,0.0275146484375,-2.17724609375,-0.0418701171875,0.0586960325,-2.4646039500000003,-0.0033617013250000012
0.84,0.0011962890625,-2.3734375,0.0095703125,-0.238669155,-3.3367503749999994,-0.09859347325000002
0.86,0.0,-3.09599609375,0.01435546875,-0.01919164500000001,-3.28983635,0.0558171265
0.88,-0.016748046875,-2.772998046875,0.1088623046875,0.040147503250000015,-2.25021195,-0.02910685625
0.9,-0.0083740234375,-2.012158203125,0.03349609375,-0.004969391499999996,-2.704706225,0.06478476650000001
0.92,0.02392578125,-2.5325439453125,0.045458984375,-0.0502209585,-2.0987982000000005,0.003440857450000002
0.9400000000000001,0.0035888671875,-2.0061767578125,0.002392578125,0.05963976325000001,-2.20667355,0.008799314175
0.96,0.01435546875,-2.08154296875,0.0634033203125,-0.00771315925,-1.948986625,-0.043677568075000006
0.98,0.0107666015625,-1.8817626953125,0.016748046875,0.044925625925,-2.096565575,0.0173392295
1.0,0.019140625,-2.03369140625,-0.0011962890625,-0.006849771157499998,-1.9139359,-0.013757705674999999
1.02,0.021533203125,-1.935595703125,0.050244140625,0.007102021250000003,-1.95297335,0.0202109825
1.04,0.0251220703125,-1.63173828125,0.011962890625,-0.024545469249999997,-0.84785475,0.004674911250000002
1.06,0.019140625,-1.3354573567708334,0.010367838541666669,-0.02591983525,-1.05466515,-0.002465249000000003
1.08,0.0131591796875,-1.0391764322916668,0.008772786458333333,-0.004966307874999999,-0.9898594825,-0.022153616000000004
1.1,0.007177734375,-0.7428955078125,0.007177734375,0.00028266569999999984,-0.4854851925,-0.006523847249999999
1.12,-0.0011962890625,-0.4007568359375,0.002392578125,0.017658682749999998,-0.733633495,0.0006191737500000002
1.1400000000000001,0.00478515625,-0.57421875,-0.002392578125,0.00410558470625,-0.43529092,0.005429267875
1.16,0.0020935058593750003,-0.526068115234375,0.002093505859375,-0.0015894445000000019,-0.5833700449999999,-0.011951445500000001
1.18,-0.00059814453125,-0.47791748046875,0.00657958984375,-0.00463301235,-0.609572275,-0.007685184499999998
1.2,-0.0083740234375,-0.5060302734375,0.019140625,0.011100477749999999,-0.662692055,0.01084685375
1.22,0.0095703125,-0.7428955078125,0.002392578125,0.011140507,-3.072459685,-0.003542661499999999
1.24,0.0083740234375,-3.299365234375,0.031103515625,0.0028752300000000003,0.026224129500000002,-0.020792245875
1.26,0.0035888671875,-1.6783935546875002,0.01495361328125,0.008156162825000002,-0.04026215625,0.011512756362499998
1.28,-0.0011962890625,-0.057421875,-0.0011962890625,0.00399815925,-0.03869202375,-0.016596316979999998
1.3,0.0035888671875,-0.0203369140625,0.00478515625,0.001611087575,-0.020087202749999998,-0.0021817685750000013
1.32,0.0011962890625,-0.00478515625,0.0011962890625,0.0019511259333333329,-0.014919849666666662,0.003430048416666668
1.34,0.0011962890625,-0.0035888671875000007,0.0,-1.0801625000000058e-05,-0.01036594225,0.0014271737499999995
1.36,0.0011962890625,-0.002392578125,-0.0011962890625,-0.0100034474,-0.012223115175,0.0067608355750000005
1.3800000000000001,0.0011962890625,-0.0011962890625,-0.002392578125,-0.006640117749999999,-0.024647850550000003,-0.0063931939249999995
1.4000000000000001,-0.002392578125,-0.00478515625,0.0035888671875,-0.0023805220000000004,-0.020418169099999998,-0.013496160750000005
1.42,0.0059814453125,0.0,0.002392578125,0.013607369625,-0.019060733,-0.013413191000000005
1.44,0.0035888671875,-0.00299072265625,0.00179443359375,0.00499060275,-0.013611721075,-0.003816604575
1.46,0.0011962890625,-0.0059814453125,0.0011962890625,0.008734632249999999,-0.024875506775000004,0.002179861075
1.48,0.00478515625,-0.0095703125,0.0,0.0016336024499999993,-0.0257507785,0.01215505575
1.5,0.0059814453125,-0.006579589843750001,-0.00179443359375,0.01015258816,-0.0025460853,0.00842571272
1.52,0.007177734375,-0.0035888671875,-0.0035888671875,-0.0010606471333333336,-0.005684589392333333,0.0066715878
1.54,0.00478515625,0.0,0.00478515625,0.006188046822,-0.01453412896,-0.008749008119999999
1.56,0.0035888671875,-0.0095703125,-0.0011962890625,-0.0038111191750000006,-0.004327103330000001,-0.0165622235
1.58,0.0083740234375,-0.0107666015625,0.0,0.012271573453333332,-0.007175937266666667,0.0121529899
1.6,0.0035888671875,-0.0059814453125,0.002392578125,0.0057979793000000005,-0.0037202059999999993,0.0019525529000000007
1.62,0.00478515625,-0.00418701171875,0.0020935058593750003,-0.009389590566666666,-0.005237420166666669,0.011793454666666668
1.6400000000000001,0.0059814453125,-0.002392578125,0.00179443359375,0.00665403544,-0.013264477140000005,-0.0044876097600000005
1.6600000000000001,0.007177734375,-0.0005981445312500008,0.001495361328125,-0.00838089836175,-0.0111292135,0.0021748542749999997
1.68,0.0083740234375,0.0011962890625,0.0011962890625,0.00036463144999999975,-0.012683155129999998,-0.005338907274999999
1.7,0.00657958984375,-0.00418701171875,0.002392578125,0.006810600249999999,-0.002720326125,-1.7404725000000625e-05
1.72,0.00478515625,-0.0095703125,0.0035888671875,-0.0039665886666666655,-0.013865610166666664,0.007078488666666665
1.74,0.00478515625,-0.008374023437500001,0.002791341145833333,0.0150664026,-0.00020571654000000036,-0.005229759320000001
1.76,0.00478515625,-0.007177734375,0.0019938151041666674,-0.009631098449999998,-0.0038828981750000002,-0.00942921625
1.78,0.00478515625,-0.0059814453125,0.0011962890625,-0.00015003148250000017,-0.0105957651,-0.0036814213250000007
1.8,0.0050244140625000005,-0.0064599609375,0.0016748046875,0.005365338075,0.00035286322499999967,0.0022313595
1.82,0.0052636718750000006,-0.0069384765625,0.0021533203125,-0.0087649401,-0.015010339666666666,-0.00023206066666666783
1.84,0.0055029296875,-0.0074169921875,0.0026318359375,0.006795344405999999,-0.006445314119999999,0.00140228276
1.86,0.0057421875,-0.007895507812499999,0.0031103515625,0.003565032025000001,0.0003584716774999997,0.0191650390375
1.8800000000000001,0.0059814453125,-0.0083740234375,0.0035888671875,-0.0005808109250000003,-0.009776733775,0.011559247925
1.9000000000000001,0.0011962890624999994,-0.0011962890624999994,0.002392578125,-0.004527059425,-0.02502308025,0.04252123825
1.92,-0.0035888671875,0.0059814453125,0.0011962890625,0.010067271,0.0039744575,-0.021690367999999998
1.94,0.0083740234375,-0.0059814453125,-0.0011962890625,0.009796830749999999,-0.023530405,-0.01300025
1.96,0.0035888671875,-0.0035888671875,0.0,0.00452925075,0.0036236010000000006,0.004099846000000001
1.98,0.002392578125,-0.00478515625,-0.0011962890625,0.005430510350000001,-0.015463748874999999,0.004226446200000001
2.0,0.0,-0.002392578125,0.0059814453125,0.0231826155,-0.0006830208000000003,0.013011932250000002
